CREDIT_LIMIT_ID	BUYER_NUMBER	BUYER_NAME	POLICY_NUMBER	LEGACY_POLICY	COMMITMENT_CATEGORY_NUMBER	COMMITMENT_CATEGORY	COMMITMENT_TYPE	CONDITION_CODE	CLD_EXPIRY_DATE	REFRESH_DATE
119721518	7179323	THYSSENKRUPP AG	1046860	08296C1 01	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119830679	11655566	H.A. CONSTRUCTION COMPANY A/T/A	1046589	02108C1 01 SA	14	Inward Re	SCRE	T502	31/08/2023	01/07/2023
119830873	23781758	CORAL TRAVEL LITHUANIA UAB	1054363	36180B1 02	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119830806	55174297	TASK CONSUMER PRODUCTS LIMITED	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	12/02/2024	01/07/2023
119942471	20213373	VPA LOGISTICS UAB	1054363	36180B1 02	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
119942424	3963329	SMM SOCODAM DAVUM - SA	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119942413	22418981	GROUPE MOJAZINE SA	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119942404	18123416	SOMASTEEL SARL	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119942390	15433145	BINDERS SIA	1046504	00794B1 01 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
119942119	1148151	STE GENERALE DES TRAVAUX DU MAROC	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119942142	11497289	ASHTROM GROUP LTD.	1046592	02126C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119942311	13863839	SOGEA MAROC SA	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119942323	14014673	HORMIGONES DOMINGO GIMENEZ SA	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
119942337	14156382	LES GRANDS TRAVAUX ROUTIERS - T/A	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120074696	11045114	STADLER BUSSNANG AG	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120074769	1705487	ZF FRIEDRICHSHAFEN AG	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120074791	19723797	WORLD FUEL SERVICES TRADING DMCC	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	28/02/2024	01/07/2023
120074916	32844117	SOLUMUS GAS SP Z O O	1046731	04252C1 71 SA	14	Inward Re	SCRE	T502	31/03/2025	01/07/2023
120074934	9969545	STADLER RHEINTAL AG	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120306292	15857960	TOMEN DEVICES CORP	1225712	09850C3 04	14	Inward Re	FCRE	T502	01/08/2023	01/07/2023
120393201	16500497	MEPAS D.O.O. ZA UNUTARNJU I	1046892	08992C1 03 SA	14	Inward Re	SCRE	T502	30/09/2023	01/07/2023
120393210	16985298	UNIVEREXPORT EXPORT-IMPORT DOO	1046888	08992C1 01 SA	14	Inward Re	SCRE	T502	31/07/2023	01/07/2023
120414131	16719279	CONCESIONARIA VUELA COMPAÑIA DE	1079867	36122B1 01 SA	14	Inward Re	SBON	T502	31/03/2024	01/07/2023
120414141	16719279	CONCESIONARIA VUELA COMPAÑIA DE	1046759	07359B1 04 SA	14	Inward Re	SBON	T502	31/03/2024	01/07/2023
120414153	21388468	INFES UAB	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
120414171	22247563	BASF TODA BATTERY MATERIALS LLC	1098632	09850C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120414201	53669128	TANAKA CHEMICAL CORPORATION	1098632	09850C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120414222	84047141	WB ELECTRONICS S A	1047084	36024B1 01 SA	14	Inward Re	SBON	T502	12/08/2024	01/07/2023
120414761	20764216	BRAMBLES LIMITED	1046672	03079C1 72 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120414780	21122421	CONTEMPORARY AMPEREX TECHNOLOGY	1046749	05401C1 02 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120414801	22701557	UNIMOT PALIWA SP Z O O	1046731	04252C1 71 SA	14	Inward Re	SCRE	T502	21/06/2025	01/07/2023
120414852	2669641	CLALIT HEALTH SERVICES	1046592	02126C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120414894	3982648	DKV EURO SERVICE GMBH + CO. KG	1082845	36180C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120414910	3982648	DKV EURO SERVICE GMBH + CO. KG	1046731	04252C1 71 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120416353	16479016	RECAL ESTRUCTURAS, S.A. DE C.V.	1260154	36172B1 01 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
120632522	10638576	LA COSMOPOLITANA, S.A. DE C.V.	1127492	01166B3 01	14	Inward Re	FBON	T502	18/02/2024	01/07/2023
120573955	12752209	ALVORA UAB	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
120574014	382037	ICL GROUP LTD	1046592	02126C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120574028	16586534	DRUSHTVO ZA PROIZVODSTVO TRGOVIJA	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	31/01/2024	01/07/2023
120574032	2135067	J.P. BODEN & CO. LIMITED	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120574043	21585099	AWERTRAVEL, S.R.O.	1046955	09780B1 01 SA	14	Inward Re	SBON	T502	31/10/2023	01/07/2023
120574056	9824057	FERROCARRIL MEXICANO, S.A. DE C.V.	1121796	01166B1 01 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
120631774	15091292	TRAVAUX GENERAUX DE CONSTRUCTION	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120722018	6907902	SHINSEGAE INTERNATIONAL INC	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120722161	39453055	ACHATS MARCHANDISES CASINO	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	30/09/2023	01/07/2023
120722128	24223775	GLORY GREEN GENERAL TRADING A/K/A	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2023	01/07/2023
120722175	9749810	I.B.V. & CIE SA	1233862	36196C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120722561	11289380	UDIS LTEE	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120722573	16065413	PICK AND BUY LIMITED	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120722590	13962152	EUROCASH S A	1046672	03079C1 72 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120722611	14219366	ADAMIETZ SP Z O O	1169334	09841B1 01 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
120722707	12847106	MERKO STATYBA UAB	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	30/04/2025	01/07/2023
120722733	18201333	AEON RETAIL CO LTD	1047344	09850B1 01 SA	14	Inward Re	SBON	T502	31/03/2024	01/07/2023
120722745	22285209	DUKAT" DRUSTVO SA OGRANICENOM	1046896	08992C1 04 SA	14	Inward Re	SCRE	T502	31/03/2024	01/07/2023
120722790	23306223	NUTRIEN AG SOLUTIONS ARGENTINA SA	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
120722841	72251461	TEHNOMEDIA CENTAR DOO ZAJECAR	1046896	08992C1 04 SA	14	Inward Re	SCRE	T502	30/03/2024	01/07/2023
120839575	14834580	PENINSULA PETROLEUM LIMITED	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120839606	16889522	DELTA AGRAR DOO BEOGRAD (NOVI	1046896	08992C1 04 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120839623	16913211	INNOPHOS HOLDINGS, INC.	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2024	01/07/2023
120839638	21173023	NITRON GROUP CORPORATION	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120839651	22093522	E.T.G AGRI INPUTS FZE	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120839667	3845178	HELM AG	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120839679	727009	GUBRE FABRIKALARI TURK A.S.	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120839686	92128127	AMS AMEROPA MARKETING AND SALES AG	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120839716	21334982	MOTA ENGIL MÉXICO, S.A.P.I. DE	1079867	36122B1 01 SA	14	Inward Re	SBON	T502	30/04/2024	01/07/2023
120839761	51835096	PTB NICKEL SP Z O O	1082845	36180C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120839773	51835096	PTB NICKEL SP Z O O	1046731	04252C1 71 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120839794	83527129	TORPOL S A	1046669	03079B1 73 SA	14	Inward Re	SBON	T502	31/03/2024	01/07/2023
120839732	22989961	COLLADE OU	1046504	00794B1 01 SA	14	Inward Re	SBON	T502	30/04/2025	01/07/2023
120839744	51437317	CONSORCIO LAMAT TRAMO 1, S.A.P.I.	1046759	07359B1 04 SA	14	Inward Re	SBON	T502	30/04/2024	01/07/2023
120973689	11401278	FUYAO GLASS INDUSTRY GROUP	1047341	09976C1 03 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120973742	2240559	LEONARDO - SOCIETA' PER AZIONI	1046515	00857C1 05 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
120973809	13960933	ERBUD S A	1046669	03079B1 73 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
120973847	14951388	YARA INTERNATIONAL ASA	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120973865	2034899	GRUPA AZOTY ZAKLADY CHEMICZNE	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120973878	21847866	AFER BALGARIYA EOOD	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
120973911	51544874	GLOBAL FEED SL	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
121050449	1625444	ACEITERA GENERAL DEHEZA SA	1047207	36090B1 01	14	Inward Re	SCRE	T502	31/10/2023	01/07/2023
121149199	17209764	GLANDER INTERNATIONAL BUNKERING	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	01/06/2024	01/07/2023
121149397	18999384	TRAMMO DMCC	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121149808	21986639	JUSHI EGYPT	1047341	09976C1 03 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121150289	22163479	MOLINOS AGRO SA	1047210	36090B1 01 SA	14	Inward Re	SBON	T502	31/10/2023	01/07/2023
121150606	23142992	OULD BOUAZZA T/A SOB SARL	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121151207	2376469	EMIRATES - EMIRATES AIRLINES	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	03/06/2024	01/07/2023
121151391	23380516	SVAN HUB SIA	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	12/05/2024	01/07/2023
121201774	9024573	FERROEXPRESO PAMPEANO SA	1046610	02143B3 07	14	Inward Re	FBON	T502	30/04/2024	01/07/2023
121283213	9676946	SANITEX UAB	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
121286392	1020154	DUFERCO SA	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121286400	14320811	CARBONES HOLDING GMBH	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121286510	4276124	SOCIETE AFRICAINE DE	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	30/09/2023	01/07/2023
121286636	45797074	VS TRADING SA	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121286777	59763258	ZAKLADY AUTOMATYKI KOMBUD S A	1046744	04566B1 01 SA	14	Inward Re	SBON	T502	30/04/2024	01/07/2023
121286797	22107712	PROIZVODNO USLUZHNO TRGOVSKO	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
121286810	2350143	PVH CORP.	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	30/09/2023	01/07/2023
121286821	24290294	ARSENOVIC DOO ŠABAC	1046888	08992C1 01 SA	14	Inward Re	SCRE	T502	31/05/2024	01/07/2023
121291739	550758	CARGILL SACI	1047210	36090B1 01 SA	14	Inward Re	SBON	T502	31/10/2023	01/07/2023
121291639	74708440	TESLA, INC.	1161702	09976C1 04 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121291584	22603890	ROXCEL TRADING GMBH	1046888	08992C1 01 SA	14	Inward Re	SCRE	T502	31/05/2024	01/07/2023
121291533	22070638	VIVA FRESH SH.P.K	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121286719	11261220	ARCELORMITTAL	1046749	05401C1 02 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121289525	16805107	ENERGIA ARGENTINA S.A.	1047210	36090B1 01 SA	14	Inward Re	SBON	T502	31/10/2023	01/07/2023
121289744	21445263	STE AZIZA DE COMMERCE DE DETAIL	1046691	03199C1 04 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121289664	18935956	ARCELORMITTAL LIBERIA LTD	1046589	02108C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121289542	17505338	BIO-VENTA SIA	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	31/05/2024	01/07/2023
121501365	17713602	RAMI LEVI CHAIN STORES HASHIKMA	1046602	02126C3 06	14	Inward Re	FCRE	T502	30/09/2023	01/07/2023
121286416	20021227	EL BAT AD	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121286785	11155539	LA COOPERATIVE AGRICOLE COPAG T/A:	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121291619	22901958	STAR METALS TRADING DMCC	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	01/04/2024	01/07/2023
121526219	22051813	ENERGIA EOLICA CJR WIND CHILE	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	23/05/2024	01/07/2023
121526224	22809302	PILOT CARGO (M) SDN. BHD.	1116149	36043C1 02 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121526223	22205976	H & M (M) SDN. BHD.	1116149	36043C1 02 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121544927	22626140	AGRIFIELDS DMCC	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	30/05/2024	01/07/2023
121557823	24302019	AGRO RESOURCE TRADING CO. L.L.C	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121581929	1841004	TURKCELL ILETISIM HIZMETLERI A.S.	1047341	09976C1 03 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121581941	20579137	DRUSHTVO ZA PROIZVODSTVO NA	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121581951	22089138	SOCIETE GENERALE D'ELECTRICITE DE	1046578	02065C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121581986	11298738	FRANCO-ASIAN ENTERPRISES SINGAPORE	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121581994	13963989	BUDIMEX S A	1082845	36180C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121647562	13963989	BUDIMEX S A	1046731	04252C1 71 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
121582003	1714472	DELL PRODUCTS UNLIMITED COMPANY	1046589	02108C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121582013	21402252	SEEN HOLDING SP Z O O	1046744	04566B1 01 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
121582023	23134968	ICA CONSTRUCTORA, S.A. DE C.V.	1079867	36122B1 01 SA	14	Inward Re	SBON	T502	30/05/2024	01/07/2023
121582034	22087251	PT. SENTRALINDO TEGUH GEMILANG	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121582040	22545628	PT. SENTRAL KEMASINDO TEGUH	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121582044	23047612	AMSTEL TRADING CO LIMITED	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121582092	38861390	SAMSCONN ENTERPRISE CO LTD	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121582100	52681540	CAO PHAT PAPER COMPANY LIMITED	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121583237	1500867	WEBUILD S.P.A.	1271812	36177C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121582134	48522479	RERE GRUPA AS	1046504	00794B1 01 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
121582124	73177233	HB CORPORATION	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121582114	71308520	MORCON, INC.	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121582108	6889782	VIPA LAUSANNE S.A.	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	31/07/2024	01/07/2023
121286760	4292601	ANHEUSER-BUSCH INBEV SA	1046749	05401C1 02 SA	14	Inward Re	SCRE	T502	30/06/2025	01/07/2023
121681667	17561052	ESKY PL S A	1046731	04252C1 71 SA	14	Inward Re	SCRE	T502	30/09/2024	01/07/2023
121681763	24313927	TELŠIU REGIONO ATLIEKU	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
121681725	22433994	PREMIER SPORT TOUR, S. R. O.	1046955	09780B1 01 SA	14	Inward Re	SBON	T502	30/09/2023	01/07/2023
121804273	10051290	ROADBRIDGE LIMITED	1046918	36153B1 01 SA	14	Inward Re	SBON	T502	23/10/2023	01/07/2023
121809586	16351679	CIEL LIMITED	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	31/05/2024	01/07/2023
121809595	23011499	MINERVA BUNKERING PTE. LTD.	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121809608	1901661	TOTALENERGIES SE	1046749	05401C1 02 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121809657	19791039	ALTEO LIMITED	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	31/05/2024	01/07/2023
121809676	9353917	ALTAREIT	1072506	36180B1 01 SA	14	Inward Re	SBON	T502	30/06/2024	01/07/2023
121821083	16714103	REDAL - SA	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121821093	24183686	SUPER STEEL	1046660	02901C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121821113	13683992	YUROKOM 2000 OOD	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	31/05/2024	01/07/2023
121821121	18110994	NARODNI TRGOVACKI LANAC D.O.O. ZA	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	30/04/2024	01/07/2023
121821136	3697910	STATE OF ART B.V.	1046715	03583C1 02 SA	14	Inward Re	SCRE	T502	31/08/2024	01/07/2023
121821152	13960933	ERBUD S A	1046731	04252C1 71 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121821327	13960933	ERBUD S A	1082845	36180C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121821164	1893801	MOSTOSTAL ZABRZE S A	1046731	04252C1 71 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121821339	1893801	MOSTOSTAL ZABRZE S A	1082845	36180C1 01 SA	14	Inward Re	SCRE	T502	31/12/2023	01/07/2023
121821383	3937153	POLIMEX MOSTOSTAL S A	1169334	09841B1 01 SA	14	Inward Re	SBON	T502	30/06/2024	01/07/2023
121821190	39779024	STUDENAC DRUSTVO S OGRANICENOM	1046896	08992C1 04 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121821205	13831358	NEW MAURITIUS HOTELS LIMITED (NMH)	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121889574	664027	THE BRANDHOUSE LTD	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121821361	22093522	E.T.G AGRI INPUTS FZE	1147354	03023C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
121821306	19621433	ZALIASIS TASKAS VSI	1062615	36180B1 02 SA	14	Inward Re	SBON	T502	30/06/2024	01/07/2023
121821278	560945	COCA-COLA BEVERAGES PHILIPPINES,	1047113	36031C1 01 SA	14	Inward Re	SCRE	T502	30/08/2024	01/07/2023
121821256	16018501	PRZEDSIEBIORSTWO USLUG	1047084	36024B1 01 SA	14	Inward Re	SBON	T502	31/12/2023	01/07/2023
121821238	7175517	BOTSWANA ASH (PTY) LTD	1047053	35507C1 01 SA	14	Inward Re	SCRE	T502	30/06/2024	01/07/2023
